LoanID,CopyNo,ISBN,MemberID,CheckedOutDate,DueDate,ReturnedDate
422,332,816478299-8,74,1/8/2016,1/22/2016,8/25/2016
423,85,422325415-4,842,3/22/2016,4/5/2016,7/28/2017
424,159,150821545-6,231,2/22/2016,3/7/2016,12/1/2016
425,249,236743088-8,954,5/18/2015,6/1/2015,5/20/2015
426,90,272991481-1,449,3/28/2016,4/11/2016,7/7/2016
427,181,427381386-6,631,4/5/2015,4/19/2015,1/30/2016
428,13,170042772-5,758,1/26/2016,2/9/2016,4/18/2017
429,766,328390054-X,718,11/6/2017,11/20/2017,11/14/2017
430,566,495510738-9,780,8/30/2015,9/13/2015,2/22/2016
431,216,279684550-8,194,2/10/2015,2/24/2015,9/30/2016
432,359,219916823-9,357,1/24/2016,2/7/2016,7/26/2017
433,487,355007781-5,412,6/1/2016,6/15/2016,5/23/2017
434,241,011176587-0,828,10/27/2015,11/10/2015,2/22/2017
435,392,571394685-1,181,4/28/2016,5/12/2016,1/14/2017
436,604,462368266-8,110,11/19/2016,12/3/2016,2/5/2017
437,575,632238495-3,497,10/28/2015,11/11/2015,10/23/2016
438,879,771409321-8,474,12/21/2015,1/4/2016,4/13/2016
439,360,188202837-6,951,7/13/2017,7/27/2017,10/22/2017
440,4,889565751-9,748,10/1/2017,10/15/2017,10/16/2017
441,669,582115059-0,719,6/3/2015,6/17/2015,12/7/2015
442,964,993601935-0,756,3/12/2016,3/26/2016,8/14/2017
443,75,628332630-7,761,8/24/2017,9/7/2017,11/2/2017
444,849,953494625-7,580,12/6/2015,12/20/2015,9/12/2016
445,164,506224036-0,573,5/25/2017,6/8/2017,8/3/2017
446,742,847630629-6,442,3/18/2016,4/1/2016,9/3/2017
447,299,280608064-9,110,2/19/2017,3/5/2017,7/22/2017
448,681,247814136-1,573,1/7/2017,1/21/2017,7/2/2017
449,468,242098367-X,758,10/8/2017,10/22/2017,10/22/2017
450,949,066680746-9,147,3/17/2017,3/31/2017,5/11/2017
451,607,246681067-0,441,4/4/2015,4/18/2015,6/4/2015
452,271,984098567-1,997,2/4/2015,2/18/2015,8/6/2016
453,34,659274498-7,208,8/30/2016,9/13/2016,5/1/2017
454,414,871244208-9,896,10/27/2016,11/10/2016,12/9/2016
455,881,450830962-3,694,9/19/2015,10/3/2015,9/29/2016
456,288,510386354-5,374,10/9/2017,10/23/2017,10/18/2017
457,494,133738878-5,410,2/8/2016,2/22/2016,9/4/2017
458,745,878640302-8,264,11/30/2015,12/14/2015,4/29/2017
459,615,852410257-8,712,3/25/2017,4/8/2017,11/14/2017
460,948,236787008-X,450,7/3/2015,7/17/2015,2/29/2016
461,148,170419922-0,133,11/29/2016,12/13/2016,10/2/2017
462,692,945911435-0,402,7/26/2016,8/9/2016,8/12/2016
463,941,851955655-8,319,1/9/2016,1/23/2016,7/25/2016
464,56,567990824-7,790,8/11/2015,8/25/2015,6/29/2016
465,484,460347921-2,936,7/29/2016,8/12/2016,7/9/2017
466,368,146978003-8,792,11/18/2016,12/2/2016,3/21/2017
467,129,873387860-9,57,2/19/2015,3/5/2015,9/12/2015
468,915,086379162-X,258,6/20/2017,7/4/2017,8/3/2017
469,185,941022045-9,852,4/16/2017,4/30/2017,8/3/2017
470,972,928055147-7,265,1/10/2015,1/24/2015,5/8/2015
471,254,041754475-8,535,7/19/2016,8/2/2016,5/29/2017
472,65,736026747-1,800,8/18/2016,9/1/2016,11/6/2017
473,914,407167776-7,216,10/22/2016,11/5/2016,3/30/2017
474,818,649242966-4,505,9/6/2017,9/20/2017,9/26/2017
475,750,122009087-5,844,2/7/2016,2/21/2016,7/2/2017
476,461,592092642-2,269,12/24/2015,1/7/2016,11/10/2016
477,238,276382503-6,296,10/19/2016,11/2/2016,8/6/2017
478,285,389848068-2,540,5/15/2015,5/29/2015,5/29/2017
479,945,003705047-8,55,3/19/2015,4/2/2015,4/22/2017
480,134,717749327-1,444,12/14/2014,12/28/2014,6/17/2017
481,895,756737407-2,798,11/21/2016,12/5/2016,3/14/2017
482,323,413224712-0,986,5/10/2017,5/24/2017,11/11/2017
483,253,891772416-7,901,6/29/2017,7/13/2017,11/7/2017
484,784,093414344-7,992,7/1/2015,7/15/2015,7/10/2016
485,412,045294092-3,173,1/29/2017,2/12/2017,9/9/2017
486,969,697630607-2,893,1/27/2016,2/10/2016,4/28/2017
487,713,315864864-4,487,10/21/2016,11/4/2016,8/17/2017
488,927,231143689-9,551,10/6/2016,10/20/2016,11/16/2016
489,607,720404239-5,459,1/19/2015,2/2/2015,2/12/2015
490,47,859209148-9,44,4/19/2016,5/3/2016,6/12/2017
491,171,373163172-5,498,5/13/2017,5/27/2017,8/29/2017
492,886,030747303-1,59,6/13/2017,6/27/2017,11/13/2017
493,303,571952537-8,765,6/3/2016,6/17/2016,10/29/2017
494,645,846757436-4,197,12/9/2016,12/23/2016,1/17/2017
495,27,621818757-8,471,7/22/2017,8/5/2017,7/31/2017
496,880,826162401-3,576,7/10/2015,7/24/2015,6/4/2016
497,994,821488246-X,787,7/21/2015,8/4/2015,2/15/2017
498,890,724134413-8,621,2/21/2016,3/6/2016,10/30/2017
499,514,108538747-X,162,10/6/2015,10/20/2015,9/28/2017
500,379,946078608-1,707,1/15/2015,1/29/2015,10/11/2016
501,160,113948157-6,495,2/28/2016,3/13/2016,6/3/2016
502,824,095361097-7,183,9/30/2017,10/14/2017,10/29/2017
503,803,726352072-9,594,5/27/2015,6/10/2015,5/2/2016
504,798,006990101-5,523,2/11/2017,2/25/2017,10/5/2017
505,730,670465242-6,494,1/19/2017,2/2/2017,5/14/2017
506,92,315995329-7,229,7/5/2016,7/19/2016,6/24/2017
507,384,143605630-6,373,2/21/2015,3/7/2015,8/29/2017
508,651,573559787-6,447,5/29/2017,6/12/2017,11/11/2017
509,12,379618495-2,782,6/25/2015,7/9/2015,12/5/2015
510,184,801332335-8,556,10/6/2015,10/20/2015,7/18/2017
511,15,739030063-9,997,4/2/2016,4/16/2016,10/11/2017
512,12,043185239-1,959,1/3/2015,1/17/2015,2/21/2015
513,322,896775203-2,577,1/6/2017,1/20/2017,2/1/2017
514,723,672103275-9,465,9/28/2015,10/12/2015,4/13/2016
515,609,368976126-3,314,1/21/2015,2/4/2015,5/31/2016
516,230,799607885-8,392,4/14/2015,4/28/2015,3/10/2016
517,25,753090656-9,229,6/2/2017,6/16/2017,9/2/2017
518,194,202479403-3,536,6/17/2017,7/1/2017,9/30/2017
519,791,932063847-0,733,1/12/2017,1/26/2017,2/28/2017
520,213,256535285-9,933,2/9/2015,2/23/2015,3/21/2016
521,58,739691879-0,338,8/28/2017,9/11/2017,10/25/2017
522,982,988628458-7,757,3/16/2017,3/30/2017,10/7/2017
523,977,232736283-0,315,5/4/2016,5/18/2016,7/1/2016
524,984,796810308-8,967,10/23/2017,11/6/2017,11/2/2017
525,869,524637268-5,974,4/28/2017,5/12/2017,10/22/2017
526,174,616469160-5,933,4/10/2016,4/24/2016,10/8/2016
527,56,715793861-8,638,10/11/2016,10/25/2016,10/19/2016
528,601,854996467-0,338,6/13/2017,6/27/2017,8/3/2017
529,423,522462481-9,50,7/29/2017,8/12/2017,8/12/2017
530,371,579984802-0,61,11/29/2015,12/13/2015,6/9/2017
531,316,741173502-7,401,1/26/2016,2/9/2016,12/27/2016
532,224,617267106-5,39,10/19/2015,11/2/2015,9/26/2016
533,935,266713473-7,366,5/9/2015,5/23/2015,10/16/2015
534,473,192678663-7,118,5/2/2017,5/16/2017,9/8/2017
535,911,837557420-1,716,6/14/2016,6/28/2016,1/7/2017
536,778,334393036-9,907,9/17/2015,10/1/2015,9/5/2016
537,979,865286848-4,384,5/8/2015,5/22/2015,2/23/2017
538,475,157700002-1,303,6/5/2017,6/19/2017,8/23/2017
539,662,705992756-5,886,3/19/2016,4/2/2016,4/14/2017
540,146,628623183-8,604,5/18/2016,6/1/2016,7/9/2016
541,587,114112001-1,23,12/27/2016,1/10/2017,1/7/2017
542,460,576745137-0,870,11/23/2014,12/7/2014,9/5/2015
543,377,558067643-3,921,3/27/2015,4/10/2015,9/9/2016
544,736,045814524-6,662,3/31/2015,4/14/2015,9/3/2015
545,24,081938350-3,390,2/11/2017,2/25/2017,8/7/2017
546,197,016338371-5,750,8/2/2016,8/16/2016,10/21/2017
547,721,332090956-8,102,3/18/2017,4/1/2017,10/17/2017
548,717,936229417-6,620,10/13/2017,10/27/2017,11/2/2017
549,351,465583848-5,843,4/7/2016,4/21/2016,3/7/2017
550,929,198158790-X,151,11/11/2016,11/25/2016,10/7/2017
551,650,139067953-5,127,8/18/2016,9/1/2016,9/20/2017
552,763,727591247-3,573,8/13/2016,8/27/2016,6/1/2017
553,880,599456426-5,202,12/3/2016,12/17/2016,8/14/2017
554,272,825073119-0,931,6/23/2015,7/7/2015,8/9/2017
555,376,347034667-4,919,9/6/2015,9/20/2015,3/8/2017
556,543,537037595-X,992,9/20/2015,10/4/2015,2/12/2017
557,601,117246356-5,868,1/5/2015,1/19/2015,8/14/2016
558,840,913663362-3,260,1/25/2017,2/8/2017,3/31/2017
559,640,127251808-6,617,9/3/2017,9/17/2017,9/16/2017
560,888,022905932-5,730,11/19/2015,12/3/2015,6/4/2016
561,677,212474618-9,687,12/31/2016,1/14/2017,7/10/2017
562,441,348275987-1,694,8/30/2016,9/13/2016,8/18/2017
563,811,536617340-X,656,2/9/2017,2/23/2017,4/20/2017
564,847,853886891-8,195,2/1/2015,2/15/2015,5/22/2017
565,697,416207622-7,641,11/23/2016,12/7/2016,7/13/2017
566,47,763835391-9,544,10/26/2015,11/9/2015,9/3/2017
567,222,879085281-8,193,10/29/2017,11/12/2017,11/2/2017
568,940,149988201-7,575,6/30/2016,7/14/2016,10/13/2017
569,893,366221744-9,124,2/11/2016,2/25/2016,5/1/2017
570,973,777126149-3,963,7/21/2015,8/4/2015,11/14/2015
571,589,367389363-7,110,10/4/2017,10/18/2017,11/14/2017
572,926,084130799-7,27,11/30/2016,12/14/2016,2/7/2017
573,74,255948753-5,991,8/5/2015,8/19/2015,8/13/2017
574,319,244951521-6,479,12/27/2014,1/10/2015,2/25/2016
575,431,359590412-5,39,11/17/2014,12/1/2014,4/20/2016
576,371,469519259-4,924,10/24/2016,11/7/2016,4/14/2017
577,319,589929180-X,609,7/14/2017,7/28/2017,10/4/2017
578,854,213231325-3,477,2/3/2016,2/17/2016,6/21/2016
579,653,479715029-7,539,10/17/2017,10/31/2017,10/24/2017
580,633,669587953-2,472,1/1/2017,1/15/2017,4/13/2017
581,995,585207500-0,220,10/15/2015,10/29/2015,5/9/2017
582,392,890782041-4,527,9/1/2017,9/15/2017,11/13/2017
583,959,115438677-5,521,12/2/2015,12/16/2015,10/14/2016
584,717,431792824-8,927,6/30/2016,7/14/2016,12/14/2016
585,92,208229384-X,72,9/3/2015,9/17/2015,7/2/2017
586,127,608464782-0,276,11/18/2015,12/2/2015,11/19/2016
587,991,910722497-4,437,8/23/2017,9/6/2017,11/13/2017
588,223,172755741-7,28,4/8/2016,4/22/2016,3/20/2017
589,430,013594548-8,475,4/19/2015,5/3/2015,12/22/2015
590,71,280824726-5,477,1/2/2015,1/16/2015,11/20/2015
591,897,741704230-9,296,5/18/2016,6/1/2016,6/4/2016
592,539,610656556-2,420,5/5/2016,5/19/2016,4/19/2017
593,878,616115532-X,382,11/15/2016,11/29/2016,6/3/2017
594,805,274090153-4,400,3/31/2017,4/14/2017,5/10/2017
595,306,380990883-5,551,5/16/2016,5/30/2016,6/22/2016
596,315,669940016-9,504,2/2/2015,2/16/2015,8/20/2015
597,257,989662465-8,740,7/11/2015,7/25/2015,7/11/2017
598,160,531388257-0,761,2/15/2015,3/1/2015,10/24/2016
599,957,779996942-3,801,7/4/2017,7/18/2017,9/30/2017
600,594,565216579-0,824,8/23/2016,9/6/2016,9/16/2017
601,405,139075846-X,268,11/23/2016,12/7/2016,7/24/2017
602,753,109157125-2,131,6/14/2015,6/28/2015,12/25/2016
603,673,918836608-1,469,12/6/2015,12/20/2015,7/29/2017
604,372,212308202-3,989,6/20/2015,7/4/2015,7/2/2017
605,935,897167360-5,469,8/28/2017,9/11/2017,9/27/2017
606,166,236269447-X,392,8/16/2017,8/30/2017,9/29/2017
607,876,285544259-1,912,5/28/2016,6/11/2016,1/29/2017
608,781,507990037-7,263,1/24/2015,2/7/2015,6/12/2016
609,503,378991729-X,3,8/17/2016,8/31/2016,8/17/2016
610,428,215412725-8,482,5/18/2016,6/1/2016,1/7/2017
611,903,292609282-2,681,9/22/2015,10/6/2015,8/15/2016
612,758,666134827-5,58,12/30/2016,1/13/2017,3/1/2017
613,831,776886782-3,614,7/5/2016,7/19/2016,7/8/2016
614,752,682152152-2,614,12/26/2014,1/9/2015,4/22/2017
615,311,560508956-0,603,6/19/2015,7/3/2015,11/7/2015
616,514,768057305-0,312,9/15/2016,9/29/2016,5/17/2017
617,583,476966712-4,184,2/18/2017,3/4/2017,9/28/2017
618,287,530680110-2,146,3/20/2017,4/3/2017,7/23/2017
619,361,790727444-3,375,6/15/2015,6/29/2015,4/26/2017
620,912,505114260-5,97,10/6/2015,10/20/2015,6/16/2017
621,364,168301286-0,635,12/23/2014,1/6/2015,2/18/2017
622,386,348409061-8,285,3/25/2016,4/8/2016,8/13/2016
623,398,485551698-8,766,8/11/2016,8/25/2016,4/26/2017
624,447,037746751-0,304,6/13/2017,6/27/2017,8/4/2017
625,720,821756034-X,408,5/17/2015,5/31/2015,7/19/2016
626,213,691909171-2,811,6/10/2017,6/24/2017,10/12/2017
627,122,368309288-2,298,9/8/2015,9/22/2015,5/20/2016
628,953,550852268-9,532,10/24/2015,11/7/2015,2/24/2016
629,321,673251606-X,155,8/30/2015,9/13/2015,3/2/2016
630,521,448299068-X,42,10/29/2015,11/12/2015,5/6/2017
631,18,929641571-3,281,1/16/2017,1/30/2017,4/19/2017
632,330,785806752-4,455,10/9/2015,10/23/2015,4/23/2016
633,955,721371269-1,961,6/3/2015,6/17/2015,2/28/2016
634,693,112360070-8,426,6/13/2015,6/27/2015,8/20/2015
635,898,386061854-7,996,1/13/2017,1/27/2017,9/24/2017
636,728,559235220-4,768,7/5/2016,7/19/2016,3/12/2017
637,601,072792698-5,341,3/9/2017,3/23/2017,6/29/2017
638,143,124030180-4,804,1/25/2017,2/8/2017,11/5/2017
639,935,820968506-6,342,11/14/2015,11/28/2015,4/2/2016
640,546,054789943-2,987,8/22/2017,9/5/2017,8/23/2017
641,720,091417719-2,396,7/28/2017,8/11/2017,8/3/2017
642,45,330651307-5,778,5/5/2015,5/19/2015,9/8/2015
643,849,047012268-4,170,11/12/2016,11/26/2016,12/4/2016
644,526,109876821-3,566,3/8/2015,3/22/2015,6/22/2016
645,907,987505655-3,155,8/2/2017,8/16/2017,10/9/2017
646,175,728461999-6,404,11/21/2015,12/5/2015,1/1/2017
647,953,010937150-X,94,11/27/2016,12/11/2016,7/19/2017
648,736,826700396-7,831,11/1/2016,11/15/2016,12/7/2016
649,193,012780605-9,345,10/18/2015,11/1/2015,4/3/2017
650,297,305804022-9,594,12/13/2016,12/27/2016,12/24/2016
651,549,839923158-4,836,3/25/2017,4/8/2017,7/27/2017
652,940,108611857-X,762,9/7/2016,9/21/2016,9/30/2016
653,157,252741909-7,836,7/19/2015,8/2/2015,11/29/2015
654,923,560043464-2,476,6/14/2016,6/28/2016,10/3/2016
655,135,901314992-8,13,12/3/2014,12/17/2014,11/14/2016
656,910,375917227-X,486,8/14/2015,8/28/2015,6/10/2016
657,200,739011731-1,792,2/7/2016,2/21/2016,10/19/2017
658,781,456984187-2,253,12/26/2014,1/9/2015,2/22/2015
659,382,590388815-1,647,11/9/2016,11/23/2016,11/16/2017
660,135,799332465-3,566,11/7/2017,11/21/2017,11/15/2017
661,716,844459727-9,894,11/12/2017,11/26/2017,11/12/2017
662,462,343318726-6,180,10/9/2015,10/23/2015,10/31/2016
663,830,740407706-0,583,5/4/2015,5/18/2015,4/13/2017
664,461,138654161-3,390,11/24/2016,12/8/2016,12/24/2016
665,439,138209284-9,798,5/31/2015,6/14/2015,7/11/2015
666,456,824781446-3,618,10/14/2015,10/28/2015,10/30/2015
667,547,970120777-7,132,2/19/2017,3/5/2017,7/6/2017
668,88,061928334-3,393,4/8/2015,4/22/2015,11/27/2015
669,150,523599490-6,955,7/11/2015,7/25/2015,3/22/2017
670,49,963459010-1,695,7/7/2016,7/21/2016,9/2/2017
671,833,242793848-3,877,8/20/2016,9/3/2016,8/22/2017
672,744,621368171-X,992,2/12/2017,2/26/2017,10/29/2017
673,385,829702535-7,970,8/5/2017,8/19/2017,10/14/2017
674,135,773179013-4,872,12/11/2014,12/25/2014,5/14/2017
675,106,803818705-9,215,7/28/2017,8/11/2017,10/31/2017
676,821,839492443-3,954,6/7/2015,6/21/2015,6/15/2016
677,546,164054083-0,832,12/24/2015,1/7/2016,6/25/2017
678,169,922180784-3,401,12/21/2016,1/4/2017,2/20/2017
679,102,605515255-X,486,1/9/2017,1/23/2017,2/15/2017
680,361,980721698-2,401,12/11/2014,12/25/2014,9/24/2016
681,708,581548431-8,434,9/3/2016,9/17/2016,11/12/2016
682,920,695691937-0,969,5/14/2017,5/28/2017,5/26/2017
683,58,307978628-9,824,3/22/2015,4/5/2015,9/10/2015
684,392,895727451-0,154,10/27/2015,11/10/2015,5/7/2017
685,234,707080769-4,769,6/3/2017,6/17/2017,11/2/2017
686,781,274347913-2,705,12/17/2014,12/31/2014,5/8/2016
687,960,158150111-0,792,10/31/2016,11/14/2016,8/9/2017
688,400,756319464-9,886,5/9/2017,5/23/2017,8/4/2017
689,322,293348206-1,567,2/10/2015,2/24/2015,5/18/2015
690,992,897055782-2,84,10/13/2016,10/27/2016,7/14/2017
691,51,442339424-3,115,6/17/2016,7/1/2016,10/30/2016
692,275,107385182-6,391,6/30/2017,7/14/2017,10/6/2017
693,848,670767081-6,897,3/13/2017,3/27/2017,8/26/2017
694,279,341029963-7,235,2/9/2016,2/23/2016,6/10/2016
695,372,435612744-7,124,5/17/2015,5/31/2015,3/13/2016
696,907,831146928-8,348,5/29/2017,6/12/2017,6/29/2017
697,55,013969045-X,418,6/8/2016,6/22/2016,10/7/2016
698,449,673479972-7,546,4/7/2015,4/21/2015,6/2/2015
699,104,630086811-7,130,4/13/2015,4/27/2015,8/3/2016
700,738,308555249-9,814,8/9/2015,8/23/2015,11/25/2015
701,481,775330679-0,657,3/17/2017,3/31/2017,5/2/2017
702,579,536356255-3,919,2/21/2015,3/7/2015,9/22/2016
703,34,234898068-1,30,6/3/2017,6/17/2017,11/7/2017
704,94,848988020-4,151,1/31/2015,2/14/2015,9/27/2017
705,470,352895809-X,422,5/12/2017,5/26/2017,10/11/2017
706,585,077642175-1,206,11/13/2016,11/27/2016,12/18/2016
707,688,722857910-0,776,6/16/2017,6/30/2017,7/6/2017
708,262,554588442-4,880,8/6/2017,8/20/2017,9/2/2017
709,176,648218183-X,139,8/27/2017,9/10/2017,9/30/2017
710,702,565576783-X,395,10/13/2017,10/27/2017,11/12/2017
711,552,950199763-4,798,10/15/2015,10/29/2015,4/18/2016
712,401,514111012-5,333,6/25/2015,7/9/2015,11/9/2017
713,29,412300094-0,887,11/15/2015,11/29/2015,8/21/2016
714,686,428295086-2,763,5/12/2016,5/26/2016,10/18/2017
715,202,088504273-5,246,5/21/2017,6/4/2017,6/12/2017
716,728,316912030-1,336,8/1/2017,8/15/2017,9/5/2017
717,373,876388241-8,286,3/24/2015,4/7/2015,5/6/2017
718,251,168300585-6,372,8/26/2015,9/9/2015,8/4/2017
719,603,526406239-0,424,4/22/2017,5/6/2017,5/29/2017
720,456,494257657-1,211,4/26/2017,5/10/2017,8/23/2017
721,80,995629892-1,367,8/27/2015,9/10/2015,7/12/2016
722,946,783213165-9,307,6/8/2015,6/22/2015,12/23/2015
723,184,647231368-7,530,3/28/2017,4/11/2017,6/3/2017
724,840,997171633-X,788,5/24/2016,6/7/2016,8/29/2017
725,923,750884803-9,206,11/16/2015,11/30/2015,12/27/2015
726,684,567980433-6,661,10/18/2015,11/1/2015,3/21/2017
727,194,734122320-0,140,10/13/2015,10/27/2015,2/17/2017
728,281,538935979-8,768,10/18/2016,11/1/2016,11/18/2016
729,234,656205097-9,214,8/28/2016,9/11/2016,8/29/2016
730,696,620839494-5,234,12/21/2014,1/4/2015,7/20/2017
731,993,663673169-9,342,8/18/2015,9/1/2015,1/21/2017
732,506,379134893-0,990,7/11/2016,7/25/2016,5/29/2017
733,662,686377914-5,478,3/20/2015,4/3/2015,11/9/2015
734,549,933918971-X,30,4/15/2017,4/29/2017,9/27/2017
735,612,203404759-1,419,12/21/2014,1/4/2015,9/5/2016
736,14,480335580-0,446,11/15/2015,11/29/2015,9/14/2016
737,731,148161948-9,468,9/11/2017,9/25/2017,9/27/2017
738,327,925627271-7,340,9/21/2015,10/5/2015,4/7/2017
739,797,536182522-0,309,10/19/2016,11/2/2016,8/19/2017
740,422,143644422-5,1000,1/15/2016,1/29/2016,8/23/2016
741,472,368013226-3,281,7/16/2016,7/30/2016,1/23/2017
742,256,085283420-9,106,10/4/2017,10/18/2017,10/15/2017
743,576,806011514-6,882,11/6/2017,11/20/2017,11/9/2017
744,980,189341631-3,208,6/27/2016,7/11/2016,4/4/2017
745,820,880946013-8,791,1/29/2015,2/12/2015,4/11/2017
746,151,793415777-0,501,10/4/2016,10/18/2016,8/27/2017
747,978,592041925-3,468,10/20/2016,11/3/2016,8/10/2017
748,306,068175858-9,883,4/30/2015,5/14/2015,7/11/2017
749,677,860049262-9,52,11/8/2017,11/22/2017,11/11/2017
750,828,109129755-X,599,7/28/2016,8/11/2016,11/8/2017
751,19,866839983-7,698,1/14/2017,1/28/2017,5/13/2017
752,898,897290129-6,175,8/12/2016,8/26/2016,12/28/2016
753,810,494118387-8,694,11/3/2017,11/17/2017,11/11/2017
754,180,786755316-9,834,1/13/2015,1/27/2015,4/23/2016
755,877,899849469-8,384,5/17/2017,5/31/2017,6/5/2017
756,713,287104519-4,396,3/8/2017,3/22/2017,7/19/2017
757,567,131750522-0,848,3/4/2016,3/18/2016,3/19/2017
758,973,124355667-6,799,4/16/2016,4/30/2016,2/2/2017
759,559,737097310-7,873,6/19/2015,7/3/2015,9/12/2016
760,259,081254428-5,802,3/1/2017,3/15/2017,11/9/2017
761,917,055439876-1,677,9/2/2017,9/16/2017,10/18/2017
762,627,241722516-6,119,11/13/2017,11/27/2017,11/13/2017
763,760,915056167-7,601,8/18/2017,9/1/2017,10/3/2017
764,130,475556654-1,240,3/18/2016,4/1/2016,5/9/2017
765,110,307173608-8,657,1/9/2016,1/23/2016,3/7/2017
766,965,937109087-1,162,1/13/2016,1/27/2016,9/10/2017
767,70,414496696-8,116,9/24/2016,10/8/2016,3/10/2017
768,96,186155135-5,668,11/8/2017,11/22/2017,11/14/2017
769,725,407327366-3,928,11/14/2015,11/28/2015,5/6/2016
770,634,207558686-1,826,12/25/2016,1/8/2017,9/4/2017
771,462,100873120-X,24,12/31/2015,1/14/2016,10/29/2017
772,489,272133382-8,752,7/18/2017,8/1/2017,9/10/2017
773,707,995241667-9,85,6/13/2016,6/27/2016,9/13/2017
774,535,558523436-6,873,4/12/2015,4/26/2015,9/17/2017
775,327,627611399-9,306,3/24/2017,4/7/2017,6/10/2017
776,967,183186383-9,565,1/19/2015,2/2/2015,7/26/2016
777,75,414793117-0,175,9/16/2015,9/30/2015,10/25/2015
778,59,791913633-4,308,10/6/2015,10/20/2015,3/7/2016
779,728,212720399-2,30,6/4/2016,6/18/2016,12/21/2016
780,760,580889103-5,277,2/26/2015,3/12/2015,10/13/2015
781,560,215401015-6,944,5/11/2016,5/25/2016,2/27/2017
782,697,268985625-5,100,1/1/2016,1/15/2016,11/9/2016
783,597,052209392-2,606,4/26/2016,5/10/2016,9/15/2017
784,154,230328649-2,62,11/30/2014,12/14/2014,5/4/2015
785,590,961759852-3,222,9/7/2017,9/21/2017,10/26/2017
786,352,159059791-5,786,9/19/2017,10/3/2017,11/4/2017
787,89,757461274-9,465,10/21/2016,11/4/2016,7/27/2017
788,478,708821361-3,917,6/28/2017,7/12/2017,7/4/2017
789,182,084881427-4,634,11/30/2016,12/14/2016,12/28/2016
790,552,786193272-9,797,5/1/2017,5/15/2017,5/3/2017
791,494,516242584-2,514,6/28/2016,7/12/2016,5/3/2017
792,364,527823454-7,839,10/22/2015,11/5/2015,9/5/2017
793,984,660845471-6,527,2/4/2016,2/18/2016,7/13/2017
794,634,354100037-6,784,7/9/2015,7/23/2015,9/17/2016
795,56,269848590-6,353,8/18/2016,9/1/2016,12/29/2016
796,367,520310950-8,886,5/11/2015,5/25/2015,9/24/2016
797,379,377482606-4,653,4/15/2016,4/29/2016,1/12/2017
798,63,040989034-0,541,8/28/2017,9/11/2017,10/24/2017
799,370,665495677-X,389,6/18/2015,7/2/2015,7/3/2015
800,144,896741215-0,44,10/2/2016,10/16/2016,2/8/2017
801,72,778994480-0,586,2/25/2017,3/11/2017,6/13/2017
802,93,327122878-7,222,3/18/2016,4/1/2016,3/16/2017
803,863,705032693-3,970,11/29/2014,12/13/2014,11/26/2015
804,42,706076741-X,460,2/21/2016,3/6/2016,8/6/2016
805,833,241876434-6,40,2/8/2017,2/22/2017,6/29/2017
806,864,300119080-9,833,7/3/2017,7/17/2017,7/17/2017
807,656,800592457-7,383,12/17/2016,12/31/2016,1/4/2017
808,547,069629506-7,973,4/1/2015,4/15/2015,6/25/2016
809,191,302676190-7,692,3/1/2016,3/15/2016,2/21/2017
810,139,016277531-8,758,3/26/2017,4/9/2017,9/2/2017
811,716,196333260-1,808,11/25/2015,12/9/2015,9/21/2017
812,550,011527400-6,34,6/8/2016,6/22/2016,5/5/2017
813,819,281447753-6,247,2/9/2016,2/23/2016,7/1/2016
814,33,689684757-3,837,5/6/2017,5/20/2017,6/16/2017
815,663,915652427-7,67,1/24/2016,2/7/2016,8/29/2016
816,734,036128974-X,166,3/12/2015,3/26/2015,9/11/2015
817,620,720797698-4,351,12/15/2014,12/29/2014,11/16/2015
818,848,286630574-4,170,7/18/2015,8/1/2015,10/7/2015
819,163,447060320-1,771,5/13/2017,5/27/2017,10/19/2017
820,218,422442030-9,521,8/1/2016,8/15/2016,6/18/2017
821,776,370360902-8,315,6/26/2015,7/10/2015,9/14/2017
822,753,550096084-9,787,9/29/2016,10/13/2016,7/6/2017
823,366,208775330-X,542,2/18/2017,3/4/2017,4/24/2017
824,179,171188407-3,51,9/24/2017,10/8/2017,10/23/2017
825,562,561495931-9,105,6/14/2015,6/28/2015,3/11/2016
826,306,296897244-8,395,10/30/2017,11/13/2017,11/7/2017
827,826,397824921-9,354,3/31/2016,4/14/2016,11/23/2016
828,834,424885140-7,768,10/4/2017,10/18/2017,10/4/2017
829,109,704969995-0,28,6/7/2015,6/21/2015,8/19/2017
830,70,004325108-0,344,7/23/2017,8/6/2017,10/7/2017
831,862,472649068-0,10,3/29/2016,4/12/2016,8/11/2016
832,81,517294323-4,384,3/31/2017,4/14/2017,10/14/2017
833,752,544947383-4,79,11/17/2015,12/1/2015,5/10/2017
834,574,011556852-2,457,11/15/2017,11/29/2017,11/15/2017
835,629,759751198-1,456,7/24/2016,8/7/2016,11/15/2017
836,516,301694734-X,29,10/21/2017,11/4/2017,11/7/2017
837,1,187802501-5,848,5/20/2017,6/3/2017,7/19/2017
838,937,945301579-2,762,5/14/2015,5/28/2015,12/3/2015
839,257,809221281-3,551,3/6/2016,3/20/2016,8/23/2016
840,76,700645806-4,205,12/4/2015,12/18/2015,7/22/2017
841,400,911036805-1,315,1/11/2016,1/25/2016,7/25/2017
842,196,987181434-8,286,3/13/2017,3/27/2017,3/15/2017
843,676,455804207-8,616,10/5/2015,10/19/2015,12/1/2015
